총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수,남성_매출_금액,남성_매출_건수,여성_매출_금액,여성_매출_건수,점포수,상권_변화_지표_HH,상권_변화_지표_HL,상권_변화_지표_LH,상권_변화_지표_LL,임대료,공실률
198110,92866,105241,6979,23723,40221,49486,54012,23689,3701,1861,1840,600,512,573,611,633,772,310,260,310,319,309,353,290,252,263,292,324,419,403,140,263,0,49,77,114,102,61,0,18,36,40,26,20,0,31,41,74,76,41,88,51,95,47,14,1462680508,110752,1083545631,379134877,80236,30516,676901629,57823,650584353,48969,50,0,0,1,0,54.9,17.2
136911,67530,69383,2541,20553,27046,32935,35230,18608,2285,1148,1137,370,317,352,376,392,478,193,161,191,196,190,217,177,156,161,180,202,261,245,151,94,5,34,68,57,40,41,1,18,40,36,23,33,4,16,28,21,17,8,88,40,95,47,5,3957891208,217941,2613837468,1344053740,149391,68550,2251140054,129820,1510344372,82373,149,0,0,0,1,54.9,17.2
254185,121506,132680,12379,35172,47690,58279,62214,38454,574,289,285,92,79,89,96,98,120,48,41,48,50,47,55,44,38,41,46,51,65,455,140,315,1,51,83,92,131,97,1,10,17,25,35,52,0,41,66,67,96,45,122,56,95,47,18,16996482215,550271,12452075629,4544406586,393069,157202,6263362986,215352,9982972897,321154,303,1,0,0,0,54.9,17.2
110188,50711,59478,4112,13971,21172,26667,27963,16302,1893,931,962,308,247,289,304,324,421,160,127,152,152,153,187,148,120,137,152,171,234,155,73,82,0,16,31,50,38,20,0,4,18,21,15,15,0,12,13,29,23,5,89,51,95,47,3,3290027003,191923,2349148846,940878157,136157,55766,1561168361,102222,1535140227,84137,113,0,0,1,0,54.9,17.2
255982,124163,131820,9394,43352,50519,58544,60889,33285,599,298,301,80,90,104,97,101,127,43,45,56,49,48,57,37,45,48,48,53,70,49,27,22,0,3,10,15,19,2,0,0,7,6,12,2,0,3,3,9,7,0,108,47,95,47,16,10853139260,363475,7945894904,2907244356,268209,95266,5636883842,188996,4671781079,164784,268,1,0,0,0,54.9,17.2
8017,3648,4369,373,845,1629,1920,2064,1185,25,12,13,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2,2,3,127,70,57,0,17,30,40,19,21,0,4,19,22,12,13,0,13,11,18,7,8,100,45,95,47,1,308669416,16684,214056390,94613026,11888,4796,122616128,7628,158507247,7941,18,0,1,0,0,54.9,17.2
227333,111114,116221,6532,35961,44483,54907,59078,26372,1903,946,957,257,285,332,310,314,405,136,143,177,155,151,184,121,142,155,155,163,221,113,66,47,1,4,19,28,34,27,0,2,10,14,25,15,1,2,9,14,9,12,86,39,95,47,6,3130412264,193771,2233347852,897064412,132866,60905,1509094540,96685,1453549954,93038,140,0,0,0,1,54.9,17.2
130523,65698,64824,3034,19568,28027,31268,32711,15916,1625,808,817,218,244,284,263,273,343,115,122,152,132,131,156,103,122,132,131,142,187,59,34,25,0,8,16,19,11,5,0,4,10,12,6,2,0,4,6,7,5,3,80,35,95,47,4,1966390677,88029,1528007172,438383505,63628,24401,1039762258,51130,642404185,33548,55,0,0,0,1,54.9,17.2
49506,24916,24589,755,6146,10477,13152,14188,4787,850,423,427,114,126,149,138,144,179,61,63,80,69,69,81,53,63,69,69,75,98,55,23,32,0,11,12,18,11,3,0,5,7,6,4,1,0,6,5,12,7,2,99,52,95,47,6,5143886227,199917,3892875042,1251011185,144003,55914,1993558273,84550,2455802446,103347,96,1,0,0,0,54.9,17.2
146480,69139,77343,4355,14992,29283,36157,39819,21875,2601,1293,1308,352,390,452,420,436,551,186,196,242,210,209,250,166,194,210,210,227,301,241,131,110,0,23,54,60,70,34,0,3,39,42,33,14,0,20,15,18,37,20,100,39,95,47,7,3423286525,172685,2574862433,848424092,127947,44738,1452381597,92629,1682655250,75228,143,0,1,0,0,54.9,17.2
120740,58225,62521,2096,18820,25299,28967,30181,15378,3929,1954,1975,527,589,684,637,656,836,280,295,364,320,313,382,247,294,320,317,343,454,669,386,283,3,68,122,132,204,140,0,22,62,65,122,115,3,46,60,67,82,25,82,37,95,47,4,1742256704,114097,1204735953,537520751,79471,34626,896269258,60969,783374741,51087,89,0,0,0,1,54.9,17.2
1315805,634771,681037,64878,246482,256538,276257,284299,187355,1506,750,756,202,226,261,244,253,320,106,114,139,122,122,147,96,112,122,122,131,173,4014,2106,1908,10,422,924,1009,1022,627,5,121,399,535,668,378,5,301,525,474,354,249,84,47,95,47,66,48465835442,2453394,34029996432,14435839010,1731599,721795,23609166840,1244865,23581855536,1176901,631,0,0,0,1,54.9,17.2
609927,264562,345365,34632,201297,123138,112742,96253,41864,904,426,478,121,268,170,110,99,136,66,113,85,55,48,59,55,155,85,55,51,77,1176,452,724,18,267,292,276,185,138,4,54,114,115,80,85,14,213,178,161,105,53,101,44,95,47,31,43844361265,2601570,32161803607,11682557658,1967969,633601,9353459159,576564,31912597702,1948320,1180,0,1,0,0,60.3,8.9
2714649,1355756,1358894,151393,1057474,520677,427498,357034,200575,1529,718,811,207,464,280,188,162,228,112,193,140,94,80,99,95,271,140,94,82,129,2558,1037,1521,20,668,670,529,428,243,5,167,272,276,180,137,15,501,398,253,248,106,95,49,95,47,110,1.23E+11,7193403,87468518338,35791871753,5058329,2135074,55597117221,3302929,60844232059,3764589,1858,1,0,0,0,60.3,8.9
215674,107291,108383,9366,30441,46148,52681,51514,25524,3904,1975,1929,633,554,731,652,640,694,330,276,379,342,326,322,303,278,352,310,314,372,310,157,153,1,47,108,75,58,21,0,13,67,37,26,14,1,34,41,38,32,7,93,50,95,47,8,6879179633,381135,5038104002,1841075631,278584,102551,3096965246,186152,3200498748,171297,101,0,0,1,0,33.5,9
358082,201663,156421,9582,56399,82482,87399,79690,42534,2072,1048,1024,352,286,366,348,352,368,183,145,188,182,178,172,169,141,178,166,174,196,3,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,87,48,95,47,3,1585778238,61685,1345465385,240312853,45635,16050,898657164,34529,578590758,24230,25,0,0,1,0,33.5,9
274765,137364,137402,8341,20923,63745,74697,74286,32775,4668,2362,2306,788,644,828,783,789,836,412,328,425,410,401,386,376,316,403,373,388,450,418,175,243,0,40,135,131,82,30,0,5,54,63,40,13,0,35,81,68,42,17,98,39,95,47,6,2840779795,149868,1945038565,895741230,103275,46593,1374026626,76949,993065401,57768,92,0,1,0,0,33.5,9
873717,421198,452519,28168,189133,196928,180134,174257,105090,666,377,289,68,120,127,100,116,135,35,59,73,65,73,72,33,61,54,35,43,63,1004,554,450,2,98,191,234,265,214,1,39,109,131,127,147,1,59,82,103,138,67,107,55,95,47,18,31776320093,1185965,21213131997,10563188096,788039,397926,17884518694,675700,10911232658,451052,574,1,0,0,0,33.5,9
477199,274234,202969,11719,54703,100438,114597,116745,78995,1643,937,706,167,296,314,248,291,327,88,147,181,161,184,176,79,149,133,87,107,151,48,35,13,0,4,16,15,7,6,0,1,13,11,5,5,0,3,3,4,2,1,112,43,95,47,12,7210649237,320279,5511241345,1699407892,233883,86396,3110412645,166755,2359064661,127484,174,0,1,0,0,33.5,9
305783,196733,109052,1522,41106,75942,79470,72693,35052,2563,1460,1103,262,456,491,388,455,511,136,224,283,254,287,276,126,232,208,134,168,235,1542,980,562,3,95,262,327,335,520,2,46,191,232,236,273,1,49,71,95,99,247,125,52,95,47,13,4733679264,314495,3962816384,770862880,248147,66348,2333585625,172078,1500969048,112356,195,1,0,0,0,33.5,9
261507,149860,111649,4152,40065,57359,59727,61949,38255,1220,691,529,126,219,233,183,216,243,64,109,133,119,135,131,62,110,100,64,81,112,337,271,66,0,20,71,102,87,57,0,12,59,75,76,49,0,8,12,27,11,8,134,53,95,47,18,8446309336,361047,6974071505,1472237831,289167,71880,3763878097,192853,3422924064,150137,186,1,0,0,0,33.5,9
267140,139652,127488,6406,46692,56600,57694,59830,39916,619,356,263,62,110,121,92,111,123,33,54,70,62,70,67,29,56,51,30,41,56,831,503,328,2,132,241,191,184,81,0,33,140,136,135,59,2,99,101,55,49,22,111,46,95,47,14,4440431474,237242,3651970005,788461469,189712,47530,2112864526,126562,1581189888,94862,106,0,1,0,0,33.5,9
1915570,922947,992623,57733,385327,423651,400744,399190,248923,2183,1241,942,221,393,421,329,386,433,115,194,242,215,243,232,106,199,179,114,143,201,4114,2068,2046,14,607,1606,1063,553,271,1,135,671,672,397,192,13,472,935,391,156,79,94,52,95,47,115,1.30E+11,6004970,85830936716,43832553633,4001638,2003332,47349077024,2224904,75415835660,3587914,2028,0,0,1,0,33.5,9
124607,70739,53871,3165,24417,30877,30069,23310,12769,868,531,337,78,101,131,160,193,205,44,51,78,109,130,119,34,50,53,51,63,86,4118,2911,1207,66,915,1588,978,456,115,5,464,1270,798,302,72,61,451,318,180,154,43,121,56,95,47,25,12775808384,543679,10456430140,2319378244,434987,108692,5833939956,290758,4236537883,198819,197,1,0,0,0,23.7,7
159193,85543,73650,1376,23071,49180,40748,33983,10834,2571,1252,1319,383,342,463,408,426,549,204,173,242,197,201,235,179,169,221,211,225,314,138,49,89,0,31,41,29,26,11,0,7,11,8,15,8,0,24,30,21,11,3,79,48,95,47,5,964854073,51307,709645134,255208939,37196,14111,422476631,24244,479577339,24553,67,0,0,1,0,23.7,7
98812,50574,48238,4518,22815,21831,20925,17176,11548,11,6,5,1,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,13958,6427,7531,625,5185,3848,2925,1186,189,299,2416,2021,1188,394,109,326,2769,1827,1737,792,80,115,51,95,47,11,14755800258,1031028,11273632807,3482167451,810725,220303,6990822510,487737,6901844724,513398,223,1,0,0,0,23.7,7
170015,92945,77069,4638,31054,43108,43590,32881,14743,2634,1449,1185,362,326,422,473,493,558,195,168,234,280,289,283,167,158,188,193,204,275,2624,1511,1113,2,446,752,625,438,361,0,134,427,396,317,237,2,312,325,229,121,124,119,51,95,47,8,4064992003,189202,3195437641,869554362,153395,35807,1957128732,102260,1848515564,79976,79,1,0,0,0,23.7,7
223988,123568,100420,6469,31678,56082,59198,46077,24485,1678,988,690,179,200,258,308,351,382,99,102,149,200,226,212,80,98,109,108,125,170,4228,3115,1113,17,478,1365,1352,829,187,2,174,969,1101,714,155,15,304,396,251,115,32,109,56,95,47,9,8710226030,538594,7018508072,1691717958,421115,117479,3879056300,276849,3056856513,215843,164,1,0,0,0,23.7,7
33940,25425,8515,221,3360,11289,10568,6179,2322,209,104,105,25,30,38,32,36,48,13,15,19,17,18,22,12,15,19,15,18,26,8231,6307,1924,39,1111,2863,2583,1312,323,27,597,2099,2177,1157,250,12,514,764,406,155,73,109,53,95,47,12,1.36E+11,3440400,94027605466,41604467543,2277116,1163284,62850668751,1637130,43652468534,1538836,1218,1,0,0,0,23.7,7
36470,28538,7932,92,3885,13232,11477,5507,2278,113,56,57,14,16,20,17,20,26,7,8,10,9,10,12,7,8,10,8,10,14,429,345,84,4,38,162,161,52,12,4,26,138,127,40,10,0,12,24,34,12,2,124,43,95,47,3,35062691943,208454,29674957752,5387734191,167923,40531,14553757827,114426,4934809340,38166,476,0,1,0,0,23.7,7
121231,70787,50443,2914,18589,32138,31438,24058,12096,710,355,355,87,100,126,109,124,164,46,50,64,58,62,75,41,50,62,51,62,89,1969,419,1550,9,989,673,185,74,39,4,72,134,123,57,29,5,917,539,62,17,10,123,59,95,47,9,4370419079,332081,3645768362,724650717,269114,62967,2377449514,213825,975034773,83337,62,1,0,0,0,23.7,7
264351,163496,100855,5365,39853,72115,67300,50915,28805,1196,600,596,147,168,211,186,208,276,78,84,107,99,104,128,69,84,104,87,104,148,4691,3055,1636,4,612,1409,1312,904,450,2,299,940,944,589,281,2,313,469,368,315,169,82,48,95,47,11,9714352381,690120,8110699377,1603653004,555566,134554,5318120708,432828,2265735436,186112,205,0,0,1,0,23.7,7
377579,215708,161870,11069,65613,92115,88683,73130,46971,492,244,248,60,68,88,75,88,113,31,34,44,39,44,52,29,34,44,36,44,61,323,131,192,0,38,60,91,84,50,0,15,23,36,32,25,0,23,37,55,52,25,111,47,95,47,11,7609864071,409911,6249682613,1360181458,331589,78322,2902484491,169891,3233960160,201290,138,0,1,0,0,23.7,7
452765,253771,198995,14373,81481,107631,104095,87247,57938,675,338,337,82,95,120,105,119,154,44,48,60,56,59,71,38,47,60,49,60,83,6484,2067,4417,26,2126,2756,1289,206,81,5,699,876,306,120,61,21,1427,1880,983,86,20,98,50,95,47,2,3440291544,237340,2775030794,665260750,207785,29555,1555742406,115410,972673729,90218,66,1,0,0,0,23.7,7
300454,168366,132089,8502,48738,74299,73221,59855,35839,867,433,434,109,120,151,136,150,201,57,60,76,73,75,92,52,60,75,63,75,109,440,310,130,0,76,113,95,68,88,0,53,88,73,46,50,0,23,25,22,22,38,95,55,95,47,6,3332064218,98725,2572697989,759366229,82766,15959,1483499879,51692,904620050,31498,53,1,0,0,0,23.7,7
198518,106702,91816,6946,40527,48673,45660,35990,20718,1074,537,537,132,148,189,167,188,250,70,74,95,89,94,115,62,74,94,78,94,135,690,485,205,0,110,158,159,135,128,0,63,120,117,91,94,0,47,38,42,44,34,113,55,95,47,8,6017716847,267873,4965109961,1052606886,212317,55556,3065839331,156038,1402580436,79974,150,1,0,0,0,23.7,7
79047,47263,31785,762,7878,21553,25816,18281,4762,3536,1701,1835,748,437,464,723,532,632,375,214,218,353,279,262,373,223,246,370,253,370,445,266,179,3,31,136,119,91,65,1,10,58,65,78,54,2,21,78,54,13,11,121,73,95,47,4,884062258,17164,748529858,135532400,13709,3455,394860949,9178,255079315,5918,27,1,0,0,0,23.7,7
5613,3687,1926,3,310,1528,2130,1393,248,819,394,425,174,101,107,166,124,147,87,50,50,81,65,61,87,51,57,85,59,86,282,187,95,0,34,74,95,60,19,0,20,47,62,41,17,0,14,27,33,19,2,107,43,95,47,1,4890019543,391877,2862508606,2027510937,226921,164956,2595142735,181412,1182698860,207744,11,0,1,0,0,23.7,7
185420,107129,78298,2157,41375,48748,41986,33416,17741,1282,599,683,151,182,228,199,218,304,75,94,116,96,101,117,76,88,112,103,117,187,510,309,201,2,178,153,97,45,35,1,94,106,61,26,21,1,84,47,36,19,14,107,58,95,47,3,21941943424,733814,12406438444,9535504980,400641,333173,10513636989,375270,8579932243,301322,176,1,0,0,0,45.3,10
42572,24487,18085,67,8051,11208,10533,9160,3556,1360,636,724,158,194,237,214,233,324,79,101,119,104,109,124,79,93,118,110,124,200,2321,1376,945,3,169,696,615,585,253,2,66,342,354,438,174,1,103,354,261,147,79,89,53,95,47,10,5518592920,241899,4404097085,1114495835,171788,70111,2528372668,131177,2202307479,91782,118,0,0,1,0,45.3,10
103793,58467,45327,803,23387,28825,23071,18182,9525,683,319,364,78,97,118,107,119,164,39,51,59,51,55,64,39,46,59,56,64,100,306,152,154,0,56,69,81,53,47,0,23,32,40,23,34,0,33,37,41,30,13,119,56,95,47,1,5103794939,213858,3182976876,1920818063,136179,77679,2187864743,115455,2382127697,79528,152,1,0,0,0,45.3,10
1319949,750045,569916,12262,290365,358274,295238,235143,128681,8420,3954,4466,1007,1179,1550,1352,1410,1922,503,601,777,657,654,762,504,578,773,695,756,1160,5862,3396,2466,34,1373,1770,1245,944,496,22,680,1032,729,625,308,12,693,738,516,319,188,106,55,95,47,69,1.10E+11,4646939,67877017347,42298752337,2780833,1866106,49718326835,2278521,47319886713,2017469,1756,1,0,0,0,45.3,10
15851,9318,6533,103,2974,3810,3703,3321,1940,221,104,117,26,31,39,35,38,52,13,16,20,17,18,20,13,15,19,18,20,32,66,43,23,2,38,13,9,2,2,2,26,6,6,1,2,0,12,7,3,1,0,55,54,95,47,2,2370237753,82930,1619393384,750844369,62277,20653,793493883,32361,1237700353,43667,46,0,0,1,0,45.3,10
88869,47545,41324,3000,14196,24590,20277,16279,10528,1862,862,1000,252,239,358,299,285,429,128,115,172,147,125,175,124,124,186,152,160,254,47,34,13,0,11,17,7,9,3,0,7,14,5,5,3,0,4,3,2,4,0,74,45,95,47,11,9889584091,575600,6505454863,3384129228,379506,196094,4029546676,259947,4758937113,270536,147,0,0,0,1,45.3,10
110541,63936,46603,647,26539,29048,24319,20194,9792,1019,471,548,126,137,189,165,164,238,62,69,93,80,73,94,64,68,96,85,91,144,29,15,14,1,11,5,4,5,3,1,6,1,1,3,3,0,5,4,3,2,0,79,59,95,47,5,5434816669,224787,3398901179,2035915490,139287,85500,2160764752,102302,2495761854,100830,88,0,0,1,0,45.3,10
507254,288761,218493,5548,113766,132503,111000,91190,53246,1363,638,725,155,193,238,215,235,327,77,101,120,104,109,127,78,92,118,111,126,200,783,466,317,18,295,222,130,68,50,10,184,143,70,35,24,8,111,79,60,33,26,115,57,95,47,36,51733362162,2547168,30333569414,21399792748,1446398,1100770,25326712479,1285177,20922756218,1093967,752,1,0,0,0,45.3,10
76458,43095,33362,220,20053,21331,16456,13318,5078,1122,518,604,151,144,215,182,172,258,76,69,102,90,75,106,75,75,113,92,97,152,14,10,4,0,3,4,4,1,2,0,2,3,2,1,2,0,1,1,2,0,0,67,48,95,47,15,8830433428,650314,5511746424,3318687004,407664,242650,3501224131,270679,4702160141,346313,123,0,0,1,0,45.3,10
464594,222521,242073,31452,60921,111036,109020,94809,57363,7388,3516,3872,1162,1289,1627,1195,1108,1007,593,581,794,574,515,459,569,708,833,621,593,548,1812,1040,772,3,290,414,418,384,303,1,117,236,238,237,211,2,173,178,180,147,92,91,42,95,47,34,25775570730,1216110,19665244606,6110326124,892802,323308,10900328605,590194,12980629988,565012,416,0,0,0,1,40.6,6.3
170324,78723,91599,11327,24109,42550,42114,33339,16889,4122,1963,2159,648,720,908,668,620,558,331,324,444,322,289,253,317,396,464,346,331,305,289,146,143,1,46,75,78,49,40,1,15,43,40,23,24,0,31,32,38,26,16,92,50,95,47,13,19663798677,881169,14162180443,5501618234,623589,257580,8553819510,400800,8995731126,426745,335,0,0,1,0,40.6,6.3
882962,472631,410334,58108,151863,222544,213866,145408,91171,2788,1326,1462,441,485,613,452,416,381,224,221,298,219,193,171,217,264,315,233,223,210,5891,3231,2660,14,1082,1498,1401,997,899,3,358,850,780,577,663,11,724,648,621,420,236,94,45,95,47,97,83889164317,4012377,59616570819,24272593498,2806240,1206137,40752131760,2139367,34905479515,1652435,1082,0,0,0,1,40.6,6.3
19853,9159,10694,1346,3373,4969,4388,3502,2275,4157,1997,2160,938,538,667,716,636,662,481,260,296,345,295,320,457,278,371,371,341,342,3119,1555,1564,105,1449,576,544,363,82,33,622,312,311,253,24,72,827,264,233,110,58,83,72,95,47,24,32495664488,1588238,21483883572,11011780916,1046917,541321,12293695111,608476,18454871031,930175,675,0,0,1,0,40.6,6.3
305353,155466,149886,15026,47027,76496,74536,58886,33384,3894,1854,2040,796,574,586,647,671,620,398,285,269,290,315,297,398,289,317,357,356,323,5451,4128,1323,7,606,1934,1748,864,292,3,268,1487,1482,667,221,4,338,447,266,197,71,83,47,95,47,39,25761322198,1856851,20997316097,4764006101,1530309,326542,9870610839,855740,11807398877,801273,308,0,0,0,1,40.6,6.3
336309,175813,160499,10384,38680,79792,84881,81484,41085,4491,2266,2225,768,593,839,739,763,789,392,306,424,393,372,379,376,287,415,346,391,410,324,184,140,0,55,90,98,58,23,0,20,56,68,27,13,0,35,34,30,31,10,109,44,95,47,3,4711974375,320342,3458743159,1253231216,231632,88710,2207918486,172369,2080876872,133854,140,0,1,0,0,26.1,4.8
171401,89136,82263,5537,19524,44054,43802,40308,18177,2640,1330,1310,451,351,494,433,446,465,229,180,250,230,217,224,222,171,244,203,229,241,171,110,61,1,22,30,49,46,23,1,13,22,31,26,17,0,9,8,18,20,6,82,37,95,47,1,5879886463,410745,4367141554,1512744909,296029,114716,2396628952,209939,2896867029,171903,131,0,0,0,1,26.1,4.8
278994,176837,102159,3794,28964,63608,73158,73496,35973,160,81,79,28,20,30,26,28,28,14,10,15,14,14,14,14,10,15,12,14,14,2409,1606,803,2,212,468,486,431,810,1,73,258,354,308,612,1,139,210,132,123,198,101,43,95,47,35,16153394019,792592,12444972060,3708421959,631960,160632,7938889923,444437,5475031922,274771,198,0,1,0,0,26.1,4.8
230757,123496,107261,9001,27880,57373,57357,52697,26448,1435,727,708,270,179,261,246,233,246,141,93,130,131,116,116,129,86,131,115,117,130,11,9,2,0,0,2,4,5,0,0,0,1,3,5,0,0,0,1,1,0,0,90,44,95,47,5,2944261029,116021,2300854647,643406382,85751,30270,1332581243,54109,1318061850,53755,86,0,0,0,1,26.1,4.8
119123,73563,45560,1718,12518,27375,30351,31707,15456,2100,1057,1043,358,278,395,346,355,368,183,143,200,183,172,176,175,135,195,163,183,192,725,411,314,0,78,172,197,194,84,0,17,91,112,120,71,0,61,81,85,74,13,101,41,95,47,1,2399246197,136732,1797638538,601607659,99525,37207,1048321353,66260,980063961,58985,61,0,1,0,0,26.1,4.8
99800,65991,33804,603,8335,27405,28356,25765,9333,2527,1273,1254,433,336,470,417,429,442,221,173,237,221,208,213,212,163,233,196,221,229,338,221,117,0,40,85,98,78,37,0,15,62,62,53,29,0,25,23,36,25,8,126,48,95,47,2,3096726547,80393,2471658117,625068430,60554,19839,1630965735,43839,755332704,27358,100,1,0,0,0,26.1,4.8
431811,222156,209653,22378,51425,103914,107007,96360,50728,2103,1063,1040,374,272,387,352,352,366,193,141,195,187,173,174,181,131,192,165,179,192,564,280,284,0,81,148,129,130,76,0,22,76,62,67,53,0,59,72,67,63,23,79,46,95,47,4,8984774169,518799,6356208829,2628565340,365514,153285,3779810543,241608,4507063995,247743,106,0,0,0,1,26.1,4.8
354894,193444,161447,7563,35670,83232,90726,90348,47354,3315,1673,1642,566,439,625,541,563,581,288,227,316,288,275,279,278,212,309,253,288,302,601,372,229,0,58,160,186,136,61,0,25,117,115,77,38,0,33,43,71,59,23,91,41,95,47,11,5450574056,258777,4131431725,1319142331,192741,66036,2733076381,153274,1820927754,84243,137,0,0,0,1,26.1,4.8
129962,72784,57178,2301,13084,35310,34056,31439,13773,1551,783,768,264,207,288,256,264,272,135,107,145,135,129,132,129,100,143,121,135,140,195,170,25,0,2,15,48,84,46,0,0,8,38,79,45,0,2,7,10,5,1,102,40,95,47,1,2506275977,168803,1884798886,621477091,122772,46031,1419409286,110393,699322352,49629,67,0,1,0,0,26.1,4.8
156508,98710,57803,1231,15468,35711,41398,42477,20223,1823,917,906,312,243,342,297,308,321,157,124,173,157,151,155,155,119,169,140,157,166,1926,959,967,7,187,338,389,528,477,3,73,163,228,234,258,4,114,175,161,294,219,105,40,95,47,1,516868463,23756,446345420,70523043,19193,4563,274541337,10857,123562485,9708,28,0,1,0,0,26.1,4.8
216021,138790,77230,1605,20922,48507,57035,59400,28553,1090,550,540,186,145,207,178,184,190,94,75,105,94,90,92,92,70,102,84,94,98,12082,9724,2358,36,971,2394,5560,2498,623,12,556,1895,4791,2015,455,24,415,499,769,483,168,101,45,95,47,19,7273034692,292326,5879758697,1393275995,232263,60063,3256506192,133899,2819828368,134500,249,0,1,0,0,26.1,4.8
97058,49255,47803,3923,11413,23461,25035,23046,10181,904,456,448,155,120,169,148,153,159,78,62,86,78,75,77,77,58,83,70,78,82,1000,464,536,3,144,286,267,199,101,0,34,134,133,100,63,3,110,152,134,99,38,113,41,95,47,12,6784998089,161331,4957502922,1827495167,125600,35731,3314912929,73050,3021883463,78325,109,0,1,0,0,26.1,4.8
184363,107818,76544,1610,18480,42507,48411,48980,24376,2075,1049,1026,353,278,389,339,353,363,180,145,196,180,173,175,173,133,193,159,180,188,2975,2073,902,16,627,848,749,522,213,3,314,576,581,431,168,13,313,272,168,91,45,98,42,95,47,7,6542760143,355603,5057922561,1484837582,272428,83175,3131164655,170291,2615674878,159948,162,0,1,0,0,26.1,4.8
69411,36552,32859,2396,7300,17979,17622,16436,7677,1289,652,637,247,157,233,225,207,220,129,82,117,119,102,103,118,75,116,106,105,117,359,173,186,0,32,64,72,101,90,0,12,38,29,47,47,0,20,26,43,54,43,93,41,95,47,2,4074134245,218874,2644600882,1429533363,149034,69840,2480696684,137493,1175314831,72423,76,0,0,0,1,26.1,4.8
